,topic,subtopic,video,video_length_[mins]
449,02 Behavioral Science 20h7m,02 Behavioral Science,"39 Ethics, Law, and Physician Behavior - Autonomy and Informed Consent.mp4",6.741166667
450,02 Behavioral Science 20h7m,02 Behavioral Science,01 Epidemiology - Epidemiologic Measures.mp4,47.57566667
451,02 Behavioral Science 20h7m,02 Behavioral Science,"38 Ethics, Law, and Physician Behavior - Legal Issues.mp4",11.55933333
452,02 Behavioral Science 20h7m,02 Behavioral Science,17 Sleep and Sleep Disorders - Sleep Architecture.mp4,19.57133333
453,02 Behavioral Science 20h7m,02 Behavioral Science,16 Biostatistics - Scale.mp4,7.706333333
454,02 Behavioral Science 20h7m,02 Behavioral Science,50 Health Care Delivery Systems - Health Care Definitions.mp4,5.955666667
455,02 Behavioral Science 20h7m,02 Behavioral Science,15 Substance Use Disorders - Diagnosis and Management.mp4,21.3315
456,02 Behavioral Science 20h7m,02 Behavioral Science,13 Psychological Health and Testing - Intelligence and Personality Testing.mp4,10.92616667
457,02 Behavioral Science 20h7m,02 Behavioral Science,"43 Ethics, Law, and Physician Behavior - Physician-Assisted Suicide and Other Laws.mp4",8.592333333
458,02 Behavioral Science 20h7m,02 Behavioral Science,02 Epidemiology - Diseases within a Population.mp4,9.8115
459,02 Behavioral Science 20h7m,02 Behavioral Science,19 Psychiatric (DSM-5) Disorders - Childhood and Adolescence.mp4,20.51416667
460,02 Behavioral Science 20h7m,02 Behavioral Science,14 Substance Use Disorders - Alcohol and Tobacco Use.mp4,9.296833333
461,02 Behavioral Science 20h7m,02 Behavioral Science,12 Epidemiology - Clinical Trials.mp4,8.381166667
462,02 Behavioral Science 20h7m,02 Behavioral Science,18 Sleep and Sleep Disorders - Sleep Disorders.mp4,15.47533333
463,02 Behavioral Science 20h7m,02 Behavioral Science,13 Biostatistics - Key Probability Rules.mp4,18.63633333
464,02 Behavioral Science 20h7m,02 Behavioral Science,26 Psychiatric (DSM-5) Disorders - Somatic Symptom and Related Disorders.mp4,8.735333333
465,02 Behavioral Science 20h7m,02 Behavioral Science,09 Defense Mechanisms - Defense Mechanisms_ Immature.mp4,8.890333333
466,02 Behavioral Science 20h7m,02 Behavioral Science,"47 Ethics, Law, and Physician Behavior - Physician-Patient Relationship_ Treatment Issues.mp4",9.7715
467,02 Behavioral Science 20h7m,02 Behavioral Science,49 Health Care Delivery Systems - Payer Systems.mp4,6.715
468,02 Behavioral Science 20h7m,02 Behavioral Science,12 Psychological Health and Testing - Stress.mp4,11.4865
469,02 Behavioral Science 20h7m,02 Behavioral Science,33 Psychopharmacology - Antianxiety Medications.mp4,4.201666667
470,02 Behavioral Science 20h7m,02 Behavioral Science,27 Psychiatric (DSM-5) Disorders - Dissociative Disorders.mp4,2.45
471,02 Behavioral Science 20h7m,02 Behavioral Science,14 Biostatistics - Descriptive Statistics.mp4,14.71533333
472,02 Behavioral Science 20h7m,02 Behavioral Science,08 Defense Mechanisms - Defense Mechanisms_ Narcissistic.mp4,11.714
473,02 Behavioral Science 20h7m,02 Behavioral Science,34 Brain Function and Neurocognitive Disorders - Areas of the Brain.mp4,6.3475
474,02 Behavioral Science 20h7m,02 Behavioral Science,01 Developmental Life Cycle - Stages of Development.mp4,29.391
475,02 Behavioral Science 20h7m,02 Behavioral Science,25 Psychiatric (DSM-5) Disorders - Eating Disorders.mp4,5.364166667
476,02 Behavioral Science 20h7m,02 Behavioral Science,16 Substance Use Disorders - Intoxication Withdrawal and Treatment.mp4,30.85833333
477,02 Behavioral Science 20h7m,02 Behavioral Science,05 Epidemiology - Prevention.mp4,8.117166667
478,02 Behavioral Science 20h7m,02 Behavioral Science,"46 Ethics, Law, and Physician Behavior - Physician-Patient Relationship.mp4",27.14416667
479,02 Behavioral Science 20h7m,02 Behavioral Science,03 Developmental Life Cycle - Aging.mp4,16.2265
480,02 Behavioral Science 20h7m,02 Behavioral Science,35 Brain Function and Neurocognitive Disorders - Aphasia.mp4,3.685833333
481,02 Behavioral Science 20h7m,02 Behavioral Science,24 Psychiatric (DSM-5) Disorders - Trauma and Stressor-Related Disorders.mp4,7.326
482,02 Behavioral Science 20h7m,02 Behavioral Science,21 Psychiatric (DSM-5) Disorders - Mood Disorders.mp4,12.88866667
483,02 Behavioral Science 20h7m,02 Behavioral Science,08 Epidemiology - Double Hump Graph.mp4,12.5095
484,02 Behavioral Science 20h7m,02 Behavioral Science,07 Defense Mechanisms - Psychic Structures.mp4,3.7775
485,02 Behavioral Science 20h7m,02 Behavioral Science,28 Psychiatric (DSM-5) Disorders - Personality Disorders.mp4,10.96016667
486,02 Behavioral Science 20h7m,02 Behavioral Science,04 Developmental Life Cycle - Dead And Suicide.mp4,9.8515
487,02 Behavioral Science 20h7m,02 Behavioral Science,09 Epidemiology - Bias in Research.mp4,20.3035
488,02 Behavioral Science 20h7m,02 Behavioral Science,30 Psychopharmacology - Antipsychotic Medications.mp4,14.14216667
489,02 Behavioral Science 20h7m,02 Behavioral Science,10 Epidemiology - Observational and Cohort Studies.mp4,34.31233333
490,02 Behavioral Science 20h7m,02 Behavioral Science,"48 Ethics, Law, and Physician Behavior - Unconscious Interactions.mp4",7.297166667
491,02 Behavioral Science 20h7m,02 Behavioral Science,31 Psychopharmacology - Antidepressant Medications.mp4,14.52083333
492,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,06 Epidemiology - Screening Tests.mp4,14.60866667
493,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,11 Epidemiology - Case-Control Studeis.mp4,8.119833333
494,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,04 Epidemiology - Types of Rates.mp4,10.64816667
495,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,15 Biostatistics - Inferential Statistics.mp4,36.879
496,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,03 Epidemiology - Incidence and Prevalence.mp4,26.858
497,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,07 Epidemiology - Post-Test Probabilities.mp4,17.75466667
498,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,17 Biostatistics - Statistical Tests.mp4,6.656666667
499,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,01 Epidemiology - Epidemiologic Measures.mp4,47.57566667
500,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,16 Biostatistics - Scale.mp4,7.706333333
501,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,02 Epidemiology - Diseases within a Population.mp4,9.8115
502,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,12 Epidemiology - Clinical Trials.mp4,8.381166667
503,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,13 Biostatistics - Key Probability Rules.mp4,18.63633333
504,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,14 Biostatistics - Descriptive Statistics.mp4,14.71533333
505,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,05 Epidemiology - Prevention.mp4,8.117166667
506,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,08 Epidemiology - Double Hump Graph.mp4,12.5095
507,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,09 Epidemiology - Bias in Research.mp4,20.3035
508,02 Behavioral Science 20h7m,01 Epidemiology & Biostats,10 Epidemiology - Observational and Cohort Studies.mp4,34.31233333
509,05 Immunology 12h31m,04 Diagnosis & Immunization,04 Immunizations - Immunizations Types of Vaccines.mp4,25.12683333
510,05 Immunology 12h31m,04 Diagnosis & Immunization,"05 Immunizations - Immunizations Immunity in Fetus, Neonates and Children.mp4",10.76633333
511,05 Immunology 12h31m,04 Diagnosis & Immunization,"02 Immunodiagnostics - Immunodiagnostics Agglutination, ABO Testing, Labeled Antibody Testing.mp4",37.89016667
512,05 Immunology 12h31m,04 Diagnosis & Immunization,03 Immunizations - Immunizations Types of Immunity.mp4,11.80566667
513,05 Immunology 12h31m,04 Diagnosis & Immunization,01 Immunodiagnostics - Immunodiagnostics Serology.mp4,30.39483333
514,05 Immunology 12h31m,03 Humoral & Cell-Mediated,02 Cell-Mediated Immunity - Cell-Mediated Immunity.mp4,27.55083333
515,05 Immunology 12h31m,03 Humoral & Cell-Mediated,01 Humoral Immunity - Humoral Immunity.mp4,32.86566667
516,05 Immunology 12h31m,05 Deficiencies & Disease,"03 Hypersensitivities and Autoimmune Disease - Hypersensitivity Reactions Type II, III and IV.mp4",26.0945
517,05 Immunology 12h31m,05 Deficiencies & Disease,04 Hypersensitivities and Autoimmune Disease - Autoimmunity.mp4,11.68883333
518,05 Immunology 12h31m,05 Deficiencies & Disease,01 Primary Immunodeficiencies - Primary Immunodeficiencies.mp4,36.81016667
519,05 Immunology 12h31m,05 Deficiencies & Disease,02 Hypersensitivities and Autoimmune Disease - Hypersensitivities and Autoimmune Disease.mp4,21.487
520,05 Immunology 12h31m,02 Development & Response,07 Secondary Lymphoid Tissue - B and T Lymphocyte Activation.mp4,23.28933333
521,05 Immunology 12h31m,02 Development & Response,01 Lymphocyte Development and Selection - Lymphocyte Development and Selection.mp4,34.832
522,05 Immunology 12h31m,02 Development & Response,08 Secondary Lymphoid Tissue - Development of the T Lymphocyte Subsets.mp4,27.67983333
523,05 Immunology 12h31m,02 Development & Response,"03 Periphery Innate Immune Response - Periphery Innate Immune Response, Part 1.mp4",33.954
524,05 Immunology 12h31m,02 Development & Response,"05 Periphery Innate Immune Response - Periphery Innate Immune Response, Part 3.mp4",44.257
525,05 Immunology 12h31m,02 Development & Response,02 Lymphocyte Development and Selection - Selection of T and B Lymphocytes.mp4,32.23883333
526,05 Immunology 12h31m,02 Development & Response,"04 Periphery Innate Immune Response - Periphery Innate Immune Response, Part 2.mp4",35.53883333
527,05 Immunology 12h31m,02 Development & Response,06 Secondary Lymphoid Tissue - Innate Immune Response Meets Adaptive.mp4,27.25783333
528,05 Immunology 12h31m,02 Development & Response,09 Secondary Lymphoid Tissue - Activation of B Lymphocytes.mp4,21.91516667
529,05 Immunology 12h31m,07 Clinical Correlates & Animations,03 Complement Deficiency.mp4,20.58
530,05 Immunology 12h31m,07 Clinical Correlates & Animations,04 DiGeorge Syndrome.mp4,15.0055
531,05 Immunology 12h31m,07 Clinical Correlates & Animations,08 Asthma Animation.mp4,6.568833333
532,05 Immunology 12h31m,07 Clinical Correlates & Animations,05 Tuberculin Skin Test.mp4,19.57216667
533,05 Immunology 12h31m,07 Clinical Correlates & Animations,06 Wiskott-Aldrich Syndrome.mp4,15.65
534,05 Immunology 12h31m,07 Clinical Correlates & Animations,02 Autoimmune Hemolytic Anemia.mp4,15.66883333
535,05 Immunology 12h31m,07 Clinical Correlates & Animations,07 Acute Inflammation.mp4,10.18116667
536,05 Immunology 12h31m,07 Clinical Correlates & Animations,01 Asthma Clinical Correlate.mp4,18.57333333
537,05 Immunology 12h31m,07 Clinical Correlates & Animations,09 The Processing and Presentation of Antigen.mp4,8.806666667
538,05 Immunology 12h31m,06 Transplantation,01 Transplantation - Transplantation.mp4,22.0215
539,05 Immunology 12h31m,01 The Immune System,01 The Immune System - The Immune System.mp4,13.147
540,05 Immunology 12h31m,01 The Immune System,02 Ontogeny of the Immune Cells - Ontogeny of the Immune Cells.mp4,31.86466667
541,Behavioral Science 2019,02 Behavioral Science,30 Diagnostic and Statistical Manual V - Childhood Disorders.mp4,16.78566667
542,Behavioral Science 2019,02 Behavioral Science,36 Organic Disorders - Tourette Syndrome.mp4,1.834
543,Behavioral Science 2019,02 Behavioral Science,02 Substance Abuse - Alcohol and Alcoholism.mp4,10.58216667
544,Behavioral Science 2019,02 Behavioral Science,41 Psychopharmacology - Antipsychotics (Neuroleptics).mp4,15.04583333
545,Behavioral Science 2019,02 Behavioral Science,14 Defense Mechanisms - General Issues.mp4,4.375
546,Behavioral Science 2019,02 Behavioral Science,33 Diagnostic and Statistical Manual V - Eating and Anxiety Disorders.mp4,20.4065
547,Behavioral Science 2019,02 Behavioral Science,07 Human Sexuality - Paraphilias.mp4,3.030666667
548,Behavioral Science 2019,02 Behavioral Science,17 Psychologic Health and Testing - Psychologic Health and Physical Health.mp4,1.8475
549,Behavioral Science 2019,02 Behavioral Science,26 Sleep and Sleep Disorders - Developmental Aspects of Sleep.mp4,0.986833333
550,Behavioral Science 2019,02 Behavioral Science,11 Human Sexuality - Sexuality and Aging.mp4,1.301666667
551,Behavioral Science 2019,02 Behavioral Science,05 Substance Abuse - Substance-Abusing Physicians.mp4,0.983833333
552,Behavioral Science 2019,02 Behavioral Science,09Human Sexuality - Masturbation.mp4,1.495
553,Behavioral Science 2019,02 Behavioral Science,45 Ethical and Legal Issues - Legal Issues Related to Medical Practice.mp4,38.03433333
554,Behavioral Science 2019,02 Behavioral Science,27 Sleep and Sleep Disorders - Sleep Disorders.mp4,11.02133333
555,Behavioral Science 2019,02 Behavioral Science,34 Diagnostic and Statistical Manual V - Obsessive Compulsive and Related Disorders.mp4,23.0865
556,Behavioral Science 2019,02 Behavioral Science,38 Organic Disorders - Delirium versus Dementia.mp4,13.1325
557,Behavioral Science 2019,02 Behavioral Science,03 Substance Abuse - Common Abused Substances.mp4,1.274333333
558,Behavioral Science 2019,02 Behavioral Science,43 Psychopharmacology - Mood Stabilizers.mp4,4.843333333
559,Behavioral Science 2019,02 Behavioral Science,32 Diagnostic and Statistical Manual V - Mood Disorders.mp4,17.01033333
560,Behavioral Science 2019,02 Behavioral Science,01 Substance Abuse - Physiology of Substance Abuse.mp4,2.612333333
561,Behavioral Science 2019,02 Behavioral Science,08 Human Sexuality - Sexual Dysfunctions.mp4,9.797333333
562,Behavioral Science 2019,02 Behavioral Science,23 Human Development - Applying Child-Development Principles.mp4,8.9795
563,Behavioral Science 2019,02 Behavioral Science,31 Diagnostic and Statistical Manual V - Schizophrenia.mp4,22.27116667
564,Behavioral Science 2019,02 Behavioral Science,20 Psychologic Health and Testing - Personality Tests.mp4,0.630833333
565,Behavioral Science 2019,02 Behavioral Science,29 Physician-Patient Relationships - General Rules about Physician-Patient Relationships.mp4,27.0795
566,Behavioral Science 2019,02 Behavioral Science,42 Psychopharmacology - Antidepressants.mp4,11.6615
567,Behavioral Science 2019,02 Behavioral Science,25 Sleep and Sleep Disorders - Sleep Architecture.mp4,11.2935
568,Behavioral Science 2019,02 Behavioral Science,24 Human Development - Abuse.mp4,8.615
569,Behavioral Science 2019,02 Behavioral Science,18 Psychologic Health and Testing - Psychologic Adjustment and Physical Health.mp4,1.720166667
570,Behavioral Science 2019,02 Behavioral Science,15 Defense Mechanisms - Four Clusters of Defenses.mp4,22.57016667
571,Behavioral Science 2019,02 Behavioral Science,40 Organic Disorders - Brain and Behavior.mp4,11.7005
572,Behavioral Science 2019,02 Behavioral Science,35 Diagnostic and Statistical Manual V - Personality Disorders.mp4,17.31116667
573,Behavioral Science 2019,02 Behavioral Science,16 Defense Mechanisms - Transference.mp4,1.388833333
574,Behavioral Science 2019,02 Behavioral Science,06 Human Sexuality - Sexual Behavior in the United States.mp4,2.073166667
575,Behavioral Science 2019,02 Behavioral Science,22 Human Development - Developmental Milestones.mp4,28.6175
576,Behavioral Science 2019,02 Behavioral Science,28 Sleep and Sleep Disorders - Biochemistry of Sleep.mp4,3.233333333
577,Behavioral Science 2019,02 Behavioral Science,10 Human Sexuality - Homosexuality.mp4,0.913
578,Behavioral Science 2019,02 Behavioral Science,19 Psychologic Health and Testing - Intelligence Quotient (IQ).mp4,4.340166667
579,Behavioral Science 2019,02 Behavioral Science,04 Substance Abuse - Other Abused Substances.mp4,2.594833333
580,Behavioral Science 2019,02 Behavioral Science,21 Psychologic Health and Testing - Neuropsychologic Test.mp4,0.922166667
581,Behavioral Science 2019,02 Behavioral Science,13 Learning and Behavior Modification - Behavior Therapy and Behavior Modification.mp4,5.433333333
582,Behavioral Science 2019,02 Behavioral Science,39 Organic Disorders - Hemispheric Dominance.mp4,6.4595
583,Behavioral Science 2019,02 Behavioral Science,44 Psychopharmacology - Anxiolytics (Antianxiety).mp4,4.303833333
584,Behavioral Science 2019,02 Behavioral Science,37 Organic Disorders - HIV-Related Dementia.mp4,2.095166667
585,Behavioral Science 2019,02 Behavioral Science,12 Learning and Behavior Modification - Learning and Behavior.mp4,14.73466667
586,Behavioral Science 2019,01 Epidemiology & Biostats,08 Biostatistics - Statistical Tests.mp4,8.3395
587,Behavioral Science 2019,01 Epidemiology & Biostats,03 Epidemiology - Research Study.mp4,75.60883333
588,Behavioral Science 2019,01 Epidemiology & Biostats,01 Epidemiology - Epidemiologic Measures.mp4,34.55883333
589,Behavioral Science 2019,01 Epidemiology & Biostats,06 Biostatistics - Inferential Statistics Part 1.mp4,25.65116667
590,Behavioral Science 2019,01 Epidemiology & Biostats,"07 Biostatistics - Nominal, Ordinal, Interval, and Ratio Scales.mp4",4.004333333
591,Behavioral Science 2019,01 Epidemiology & Biostats,02 Epidemiology - Screening Tests.mp4,63.17416667
592,Behavioral Science 2019,01 Epidemiology & Biostats,04 Biostatistics - Key Probability Rules.mp4,12.37316667
593,Behavioral Science 2019,01 Epidemiology & Biostats,05 Biostatistics - Descriptive Statistics  Summarizing the Data.mp4,15.406
594,08 Pathology 51h57m,07 Anemias-Dr. Barone,02 Anemias.mp4,6.305833333
595,08 Pathology 51h57m,07 Anemias-Dr. Barone,04 Normocytic Anemias.mp4,29.50416667
596,08 Pathology 51h57m,07 Anemias-Dr. Barone,01 Red Blood Cell Morphology.mp4,7.740166667
597,08 Pathology 51h57m,07 Anemias-Dr. Barone,05 Macrocytic Anemias.mp4,8.028666667
598,08 Pathology 51h57m,07 Anemias-Dr. Barone,03 Microcytic Anemias.mp4,21.28983333
599,08 Pathology 51h57m,15 Musculoskeletal,04 Bone Pathology - Osteoporosis.mp4,3.9845
600,08 Pathology 51h57m,15 Musculoskeletal,18 Skeletal Muscle and Peripheral Nerve Pathology - Myasthenic Syndromes.mp4,2.3545
601,08 Pathology 51h57m,15 Musculoskeletal,10 Joint Pathology - Osteoarthritis (Degenerative Joint Disease).mp4,4.342166667
602,08 Pathology 51h57m,15 Musculoskeletal,07 Bone Pathology - Miscellaneous Bone Disorders.mp4,5.587833333
603,08 Pathology 51h57m,15 Musculoskeletal,03 Bone Pathology - Paget Disease (Osteitis Deformans).mp4,4.036666667
604,08 Pathology 51h57m,15 Musculoskeletal,12 Joint Pathology - Seronegative Spondyloarthropathies.mp4,1.9045
605,08 Pathology 51h57m,15 Musculoskeletal,16 Skeletal Muscle and Peripheral Nerve Pathology - Skeletal Muscle and Peripheral Nerve Pathology.mp4,1.071166667
606,08 Pathology 51h57m,15 Musculoskeletal,01 Bone Pathology - Normal Bone.mp4,3.936666667
607,08 Pathology 51h57m,15 Musculoskeletal,09 Bone Pathology - Malignant Tumors of Bone.mp4,6.9245
608,08 Pathology 51h57m,15 Musculoskeletal,14 Joint Pathology - Infectious Arthritis.mp4,2.13
609,08 Pathology 51h57m,15 Musculoskeletal,08 Bone Pathology - Benign Tumors of Bone.mp4,6.511166667
610,08 Pathology 51h57m,15 Musculoskeletal,15 Joint Pathology - Neuropathic Arthropathy (Charcot Joint).mp4,0.947833333
611,08 Pathology 51h57m,15 Musculoskeletal,13 Joint Pathology - Arthritis Related to Crystal Deposition.mp4,4.2645
612,08 Pathology 51h57m,15 Musculoskeletal,19 Skeletal Muscle and Peripheral Nerve Pathology - Muscular Dystrophy.mp4,2.793333333
613,08 Pathology 51h57m,15 Musculoskeletal,21 Skeletal Muscle and Peripheral Nerve Pathology - Soft Tissue Tumors and Tumor-Like Conditions.mp4,6.0445
614,08 Pathology 51h57m,15 Musculoskeletal,11 Joint Pathology - Rheumatoid Arthritis.mp4,5.09
615,08 Pathology 51h57m,15 Musculoskeletal,17 Skeletal Muscle and Peripheral Nerve Pathology - Inflammatory Myopathies.mp4,2.142166667
616,08 Pathology 51h57m,15 Musculoskeletal,06 Bone Pathology - Osteomyelitis.mp4,4.232166667
617,08 Pathology 51h57m,15 Musculoskeletal,20 Skeletal Muscle and Peripheral Nerve Pathology - Inflammatory Neuropathy.mp4,1.1945
618,08 Pathology 51h57m,15 Musculoskeletal,05 Bone Pathology - Osteomalacia and Rickets.mp4,2.693333333
619,08 Pathology 51h57m,15 Musculoskeletal,02 Bone Pathology - Hereditary Bone Disorders.mp4,6.331166667
620,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,09 Malignant Tumors of the Bone.mp4,17.4425
621,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,05 Osteomalacia and Rickets.mp4,3.409
622,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,04 Osteoporosis.mp4,4.653833333
623,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,18 Muscular Dystrophy.mp4,4.623
624,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,13 Arthritis Related to Crystal Deposition.mp4,7.058166667
625,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,19 Inflammatory Neuropathy.mp4,1.886166667
626,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,03 Paget Disease.mp4,5.388166667
627,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,14 Infectious Arthritis.mp4,3.658333333
628,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,07 Miscellaneous Bone Disorders.mp4,5.906833333
629,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,20 Pathology Review.mp4,98.78233333
630,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,11 Rheumatoid Arthritis.mp4,7.561833333
631,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,17 Myasthenic Syndromes.mp4,4.295833333
632,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,06 Osteomyelitis.mp4,4.443666667
633,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,08 Benign Tumors of the Bone.mp4,5.770166667
634,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,01 Normal Bone.mp4,5.020333333
635,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,12 Seronegative Spondyloarthropathies.mp4,3.984833333
636,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,15 Skeletal Muscle.mp4,2.254166667
637,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,16 Inflammatory Myopathies.mp4,4.139666667
638,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,10 Osteoarthritis.mp4,6.325666667
639,08 Pathology 51h57m,15 Musculoskeletal-Dr. Barone,02 Hereditary Bone Disorders.mp4,9.063
640,08 Pathology 51h57m,14 Endocrine,08 Endocrine Pathology - Adrenal Gland.mp4,8.5045
641,08 Pathology 51h57m,14 Endocrine,06 Endocrine Pathology - Parathyroid Glands.mp4,4.158833333
642,08 Pathology 51h57m,14 Endocrine,03 Endocrine Pathology - Hypothyroidism.mp4,2.106666667
643,08 Pathology 51h57m,14 Endocrine,"07 Endocrine Pathology - Pituitary Gland, Hypothalamus, and Pineal Gland.mp4",7.563333333
644,08 Pathology 51h57m,14 Endocrine,05 Endocrine Pathology - Thyroid Neoplasia.mp4,5.981166667
645,08 Pathology 51h57m,14 Endocrine,02 Endocrine Pathology - Hyperthyroidism.mp4,3.257833333
646,08 Pathology 51h57m,14 Endocrine,01 Endocrine Pathology - Thyroid Gland.mp4,1.2255
647,08 Pathology 51h57m,14 Endocrine,09 Endocrine Pathology - Multiple Endocrine Neoplasia (MEN) Syndromes.mp4,2.3145
648,08 Pathology 51h57m,14 Endocrine,04 Endocrine Pathology - Thyroiditis.mp4,4.1045
649,08 Pathology 51h57m,11 CNS Pathology-Dr. Barone,06 Degenerative and Dementing Disorders 1.mp4,2.906333333
650,08 Pathology 51h57m,11 CNS Pathology-Dr. Barone,05 Demyelinating Disorders.mp4,6.493
651,08 Pathology 51h57m,11 CNS Pathology-Dr. Barone,08 CNS Tumors.mp4,19.748
652,08 Pathology 51h57m,11 CNS Pathology-Dr. Barone,07 Degenerative and Dementing Disorders 2.mp4,15.65633333
653,08 Pathology 51h57m,11 CNS Pathology-Dr. Barone,01 Infections.mp4,23.526
654,08 Pathology 51h57m,11 CNS Pathology-Dr. Barone,02 Cerebrovascular Disease.mp4,15.10833333
655,08 Pathology 51h57m,11 CNS Pathology-Dr. Barone,03 CNS Trauma.mp4,10.9455
656,08 Pathology 51h57m,11 CNS Pathology-Dr. Barone,04 Developmental Abnormalities.mp4,3.916666667
657,08 Pathology 51h57m,05 Neoplasia-Dr. Barone,04 Diagnosis of Cancer.mp4,16.45816667
658,08 Pathology 51h57m,05 Neoplasia-Dr. Barone,03 Carcinogenesis.mp4,14.13116667
659,08 Pathology 51h57m,05 Neoplasia-Dr. Barone,02 Carcinogenic Agents.mp4,8.857
660,08 Pathology 51h57m,05 Neoplasia-Dr. Barone,01 Epidemiología.mp4,5.732666667
661,08 Pathology 51h57m,10 Gastrointestinal,09 Gallbladder and Biliary Tract Pathology - Miscellaneous Conditions.mp4,1.296666667
662,08 Pathology 51h57m,10 Gastrointestinal,12 Liver Pathology- Cirrhosis.mp4,4.768833333
663,08 Pathology 51h57m,10 Gastrointestinal,10 Gallbladder and Biliary Tract Pathology - Biliary Tract Cancer.mp4,2.331166667
664,08 Pathology 51h57m,10 Gastrointestinal,14 Liver Pathology- Amebic Liver Abscesses.mp4,1.158833333
665,08 Pathology 51h57m,10 Gastrointestinal,18 Liver Pathology- Liver Tumors.mp4,4.091166667
666,08 Pathology 51h57m,10 Gastrointestinal,13 Liver Pathology- Viral Hepatitis (Liver Pathology).mp4,8.272166667
667,08 Pathology 51h57m,10 Gastrointestinal,08 Gallbladder and Biliary Tract Pathology - Inflammatory Conditions.mp4,3.152166667
668,08 Pathology 51h57m,10 Gastrointestinal,15 Liver Pathology- Alcoholic Liver Disease.mp4,5.1245
669,08 Pathology 51h57m,10 Gastrointestinal,03 Gastrointestinal Tract Pathology - Small and Large Intestines.mp4,44.30666667
670,08 Pathology 51h57m,10 Gastrointestinal,05 Pancreatic Pathology - Diabetes Mellitus (Pancreatic Pathology).mp4,9.686666667
671,08 Pathology 51h57m,10 Gastrointestinal,11 Liver Pathology- Jaundice.mp4,9.54
672,08 Pathology 51h57m,10 Gastrointestinal,02 Gastrointestinal Tract Pathology - Stomach.mp4,20.76883333
673,08 Pathology 51h57m,10 Gastrointestinal,04 Pancreatic Pathology - Inflammation of the Pancreas.mp4,6.587833333
674,08 Pathology 51h57m,10 Gastrointestinal,17 Liver Pathology - Hemodynamic Liver Diseases.mp4,3.188833333
675,08 Pathology 51h57m,10 Gastrointestinal,07 Gallbladder and Biliary Tract Pathology - Gallstones (Cholelithiasis).mp4,4.6245
676,08 Pathology 51h57m,10 Gastrointestinal,06 Pancreatic Pathology - Pancreatic Tumors.mp4,5.926666667
677,08 Pathology 51h57m,10 Gastrointestinal,01 Gastrointestinal Tract Pathology - Esophagus.mp4,12.81216667
678,08 Pathology 51h57m,10 Gastrointestinal,16 Liver Pathology- Metabolic Liver Disease.mp4,10.42783333
679,08 Pathology 51h57m,06 Skin,02 Skin Pathology - Melanocytic Tumors.mp4,12.73883333
680,08 Pathology 51h57m,06 Skin,01 Skin Pathology - Disorders of Pigmentation.mp4,9.106666667
681,08 Pathology 51h57m,06 Skin,03 Skin Pathology - Epidermal and Dermal Lesions.mp4,22.55116667
682,08 Pathology 51h57m,06 Skin,04 Skin Pathology - Malignant Tumors.mp4,14.78883333
683,08 Pathology 51h57m,16 Clinical Correlates & Animations,04 Goodpasture Syndrome.mp4,18.47666667
684,08 Pathology 51h57m,16 Clinical Correlates & Animations,Cor Pulmonale (2019).mp4,18.5705
685,08 Pathology 51h57m,16 Clinical Correlates & Animations,06 Hemostasis and Bleeding Disorders.mp4,6.083333333
686,08 Pathology 51h57m,16 Clinical Correlates & Animations,02 Factor V Leiden Thrombophilia.mp4,11.98666667
